Project Name,Package Name,Type Name,Method Name,Code Smell
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testWrongServicePrincipal,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiate,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiate,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiate,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiate,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,run,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiateWithRealmName,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiateWithRealmName,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiateWithRealmName,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiateWithRealmName,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,testSuccessfulNegotiateWithRealmName,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,AbstractSpnegoNegotiatorTest,run,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,SpnegoAuthScheme,initializeNegotiator,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,SpnegoAuthScheme,initializeNegotiator,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,SpnegoAuthScheme,initializeNegotiator,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,SpnegoAuthScheme,authenticate,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.commonshttp.auth.spnego,SpnegoNegotiator,SpnegoNegotiator,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,AbstractTransportPoolTest,removeOldConnections,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,AbstractTransportPoolTest,testValidationWithNoUserProvider,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,AbstractTransportPoolTest,testValidationWithUserProvider,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,PooledHttpTransportFactory,assertCorrectJobId,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,PooledHttpTransportFactory,borrowFrom,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,PooledHttpTransportFactory,borrowFrom,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,TransportPool,create,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,TransportPool,returnTransport,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.pooling,TransportPool,removeOldConnections,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,HadoopSettings,HadoopSettings,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getInternalVersionOrThrow,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getClusterInfoOrThrow,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getNodesDataOnly,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,hasMappingVersionType,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getLegacyProperty,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getReadFieldEmptyAsNull,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getReadFieldExistanceValidation,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getTransportPoolingExpirationTimeout,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getNetworkHttpUseSystemProperties,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getNetworkHttpsUseSystemProperties,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getNetworkSocksUseSystemProperties,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getDataFrameWriteNullValues,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,getSecurityAuthenticationMethod,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,cleanOpaqueId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cfg,Settings,cleanOpaqueId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Complex Conditional
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,execute,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,run,Missing default
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,Keytool,promptYesNo,Complex Conditional
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeCommandFail,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeCommandFailWithHelp,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeAddFailNoArgument,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeAddFailNoSettingsName,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeAddFailUnknownArgument,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeAdd,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,executeListFailUnknownArgument,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,createKeystore,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,createKeystoreExistsAlreadyOverwrite,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,createKeystoreExistsAlreadyCancel,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,createKeystoreExistsAlreadyCancelAfterGarbage,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,createKeystoreExistsAlreadyCancelAfterGarbage,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,listKeystoreNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,listKeystoreNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,listKeystoreEmpty,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,listKeystore,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addExistingKeyCancel,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addExistingKeyOverwrite,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addExistingKeyForce,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addKey,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,addKeyStdIn,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,removeNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,removeNonExistant,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,removeMissingKey,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,removeMissingKey,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.cli,KeytoolTest,removeKey,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,AbstractHandlerLoader,loadHandlers,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,AbstractHandlerLoader,loadHandlers,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,AbstractHandlerLoader,loadHandlers,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,DropAndLog,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,DropAndLog,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,DropAndLog,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl,DropAndLog,onError,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl.elasticsearch,ElasticsearchHandler,init,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl.elasticsearch,ElasticsearchHandler,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl.elasticsearch,ElasticsearchHandler,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.handler.impl.elasticsearch,ElasticsearchHandler,resolveProperty,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.compat,CompatHandler,proxy,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsInputFormat,createRecordReader,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsInputFormat,getRecordReader,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsMapReduceUtil,initCredentials,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsMapReduceUtil,initCredentials,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsOutputFormat,getRecordWriter,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,EsOutputFormat,init,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopCfgUtils,parseTaskIdFromTaskAttemptId,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopCfgUtils,parseTaskIdFromTaskAttemptId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopCfgUtils,parseTaskIdFromTaskAttemptId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopCfgUtils,parseTaskIdFromTaskAttemptId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopCfgUtils,parseTaskIdFromTaskAttemptId,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HadoopIOUtils,open,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,HeartBeat,HeartBeat,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,LinkedMapWritable,equals,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,ReportingUtils,report,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,ReportingUtils,oldApiCounter,Empty catch clause
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,ReportingUtils,newApiCounter,Empty catch clause
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableValueReader,createArray,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableValueReader,createArray,Missing default
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableValueWriter,write,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertBytesWritable,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertBytesWritable,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertInteger,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertText,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertByteArray,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertByteArray,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertBytesArray,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr,WritableBytesConverterTests,testConvertBytesArray,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopRealUserProvider,getUser,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUser,getEsToken,Complex Conditional
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,TokenUtil,obtainTokenForJob,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,TokenUtil,obtainTokenForJob,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,getEsToken,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,getEsToken,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,getEsToken,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,getEsToken,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.mr.security,HadoopUserTest,addEsToken,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,add,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,add,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Complex Method
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Long Method
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,tryFlush,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,validateEditedEntry,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,validateEditedEntry,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,validateEditedEntry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,initFlushOperation,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,flush,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessor,flush,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkResponse,complete,Long Parameter List
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkResponse,complete,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkResponse,partial,Long Parameter List
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkResponse,BulkResponse,Long Parameter List
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,setUp,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_SuccessFromEmptyResponse,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_SuccessFromEmptyResponse,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_SuccessFromEmptyResponse,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk00_Success,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_OneRetry,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk01_ThreeRetries,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_OneExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk02_RejectionAndExplicitFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Long Statement
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk,BulkProcessorTest,testBulk03_LogOneRejectionBasedFailure,Magic Number
