Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.bulk,MarcoHandler,0,0,1,1,8,1,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.bulk,PoloHandler,0,0,1,1,11,2,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.bulk,CorrectingHandler,0,0,1,1,9,1,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto,IndicesAliases,6,0,11,9,80,17,0,0,0.2727272727272727,3,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto,Alias,5,0,7,6,32,7,0,0,0.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto,NodeInfo,9,0,12,12,108,25,0,0,0.0,5,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto,ShardInfo,6,0,12,12,73,24,0,0,0.16666666666666666,4,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto,NodeInfoTest,0,0,4,3,45,5,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,Field,4,0,8,7,36,9,0,0,0.0,8,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,FieldParser,0,0,8,3,105,26,0,0,-1.0,7,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,GeoField,0,0,2,2,5,2,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,Mapping,3,0,12,9,108,23,0,0,0.0,13,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,MappingSet,6,1,9,5,142,30,0,0,0.0,10,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,MappingUtils,1,0,12,6,147,41,0,0,0.5,5,5
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.dto.mapping,MappingTest,2,0,24,21,311,25,0,0,0.08333333333333333,0,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,AbstractDefaultParamsExtractor,3,0,5,4,46,10,1,1,0.0,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,AbstractIndexExtractor,6,0,9,5,102,22,1,2,0.2222222222222222,1,6
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,ChainedFieldExtractor,3,0,4,3,33,8,0,1,0.0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,ConstantFieldExtractor,4,1,8,3,38,10,1,1,0.0,6,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,DateIndexFormatter,2,0,3,2,30,6,0,1,0.0,0,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,DefaultIndexExtractor,0,0,1,0,6,1,0,3,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,DefaultParamsExtractor,0,0,1,0,6,1,0,2,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,ExtractorUtils,0,0,1,0,22,7,0,0,-1.0,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,FieldExplainer,0,0,1,0,3,1,2,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,FieldExtractor,2,0,1,0,13,1,7,0,-1.0,11,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,FieldFilter,6,6,10,10,122,28,0,0,0.2,7,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,Result,2,2,2,2,11,2,0,0,0.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,NumberedInclude,2,2,5,5,26,8,0,0,0.0,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,IndexExtractor,0,0,2,0,11,2,1,1,-1.0,4,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,IndexFormatter,0,0,2,0,4,2,1,0,-1.0,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,JsonFieldExtractors,16,0,22,16,138,30,0,0,0.13636363636363635,4,10
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,PrecomputedFieldExtractor,3,0,3,3,20,4,0,1,0.0,0,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,FixedFieldExtractor,1,0,3,3,12,3,0,1,0.6666666666666666,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,MapWritableFieldExtractor,1,0,3,1,32,8,0,2,0.6666666666666666,3,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,NoOpFieldExtractor,0,0,1,1,5,1,0,1,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,DateIndexFormatterTest,1,0,3,3,15,3,0,0,0.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,DefaultIndexExtractorTest,1,0,3,3,42,3,0,0,0.0,0,6
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,FieldFilterTest,0,0,25,25,83,25,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.field,JsonFieldExtractorsTest,0,0,3,3,37,3,0,0,-1.0,0,4
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read,DeserializationErrorHandler,0,0,3,3,7,3,0,1,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read,DeserializationFailure,1,0,2,2,13,2,0,0,0.0,14,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read,IDeserializationErrorHandler,0,0,0,0,2,0,1,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,AbortOnlyHandlerLoader,0,0,1,1,10,1,0,1,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,DelegatingErrorHandler,1,0,4,3,15,4,0,0,0.0,0,3
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,DeserializationEventConverter,0,0,2,2,8,2,0,0,-1.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,DeserializationHandlerLoader,2,2,4,1,30,7,1,0,1.0,2,5
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,DeserializationLogRenderer,0,0,1,1,5,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.read.impl,DeserializationEventConverterTest,0,0,1,1,18,1,0,0,-1.0,0,5
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler,SerdeErrorCollector,3,0,6,6,47,9,0,0,0.3333333333333333,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.write,ISerializationErrorHandler,0,0,0,0,2,0,1,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.write,SerializationErrorHandler,0,0,3,3,7,3,0,1,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.handler.write,SerializationFailure,1,0,2,2,13,2,0,0,0.0,15,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,BackportedJacksonMappingIterator,5,0,7,5,76,13,0,0,0.42857142857142855,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,BackportedJsonStringEncoder,6,0,4,3,116,14,0,0,0.5,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,BackportedObjectReader,9,0,5,2,79,9,0,1,0.4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,BlockAwareJsonParser,2,0,24,23,112,34,0,0,0.0,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,JacksonJsonGenerator,7,0,25,25,232,30,0,0,0.12,8,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,JacksonJsonParser,3,0,25,23,226,48,0,0,0.16,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,JsonFactory,2,0,3,3,17,3,0,0,0.6666666666666666,5,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,JacksonObjectReader,1,0,2,2,11,2,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,ObjectReader,0,0,1,0,3,1,1,0,-1.0,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,BlockAwareJsonParserTest,0,0,8,8,143,9,0,0,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization.json,JacksonJsonGeneratorTest,0,0,1,1,28,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ArrayUtils,0,0,3,1,74,25,0,0,-1.0,4,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,Assert,0,0,10,10,45,15,0,0,-1.0,56,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesArray,4,1,27,26,149,40,0,1,0.1111111111111111,51,4
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesArrayPool,2,0,6,6,45,10,0,1,0.3333333333333333,4,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ByteSequence,0,0,2,0,4,2,3,0,-1.0,10,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesRef,2,0,7,7,53,14,0,0,0.2857142857142857,9,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ClusterInfo,3,0,8,8,39,11,0,0,0.375,20,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ClusterName,4,1,6,6,34,9,0,0,0.0,9,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,Constants,4,4,0,0,56,0,0,0,-1.0,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,DateUtils,7,1,5,4,98,14,0,0,1.0,9,4
elasticsearch-hadoop,org.elasticsearch.hadoop.util,Jdk6,0,0,1,1,21,6,0,0,-1.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,JodaTime,4,0,1,1,31,1,0,0,0.0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,EsMajorVersion,11,9,12,11,96,23,0,0,0.0,59,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,FastByteArrayInputStream,5,0,13,13,134,20,0,0,0.23076923076923078,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,FastByteArrayOutputStream,1,0,12,12,77,12,0,0,0.25,16,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,FieldAlias,2,0,4,4,25,5,0,0,0.0,3,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,IOUtils,2,0,14,12,195,34,0,0,0.5,25,5
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ObjectUtils,0,0,8,8,73,14,0,0,-1.0,20,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util,OsUtil,4,2,2,0,31,2,0,0,1.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ReflectionUtils,0,0,7,7,61,14,0,0,-1.0,14,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,SettingsUtils,0,0,21,18,159,39,0,0,-1.0,14,10
elasticsearch-hadoop,org.elasticsearch.hadoop.util,StringUtils,16,13,29,27,354,94,0,0,0.41379310344827586,86,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util,IpAndPort,2,2,3,1,15,3,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,JacksonStringEncoder,0,0,1,1,5,1,0,0,-1.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,TrackingBytesArray,7,0,17,15,104,26,0,1,0.0,5,5
elasticsearch-hadoop,org.elasticsearch.hadoop.util,Entry,3,0,3,2,26,8,0,0,0.0,4,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,UnicodeUtil,7,5,2,0,54,9,0,0,1.0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,Version,5,1,5,5,88,8,0,0,0.4,4,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,WritableUtils,0,0,2,2,149,42,0,0,-1.0,11,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ArrayUtilsTest,0,0,15,15,48,15,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesArrayPoolTest,0,0,1,1,19,1,0,0,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesArrayTest,0,0,1,1,21,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,ClusterInfoTest,0,0,1,1,14,1,0,0,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,DateUtilsTest,0,0,1,1,24,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,EsMajorVersionTest,1,0,2,2,95,6,0,0,0.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,FastByteArrayInputStreamTest,2,0,8,8,76,8,0,0,0.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,IOUtilsTest,1,0,11,10,85,11,0,0,0.8181818181818182,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,SpringBootURLStreamHandler,1,0,5,4,27,5,0,0,0.6,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,LevenshteinTests,2,0,4,3,43,5,0,0,0.5,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util,SettingsUtilsTest,0,0,6,6,59,6,0,0,-1.0,0,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,StringUtilsTest,0,0,6,6,37,6,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,TrackingBytesArrayTest,1,0,8,8,67,8,0,0,0.0,0,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util,WritableUtilsTest,0,0,12,11,40,12,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesUtils,0,0,4,3,78,14,0,0,-1.0,2,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util,TestSettings,1,1,3,3,42,3,0,0,0.6666666666666666,10,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util,TestUtils,1,1,9,9,100,18,0,0,0.7777777777777778,23,5
elasticsearch-hadoop,org.elasticsearch.hadoop.util,BytesUtilsTest,0,0,5,5,55,5,0,0,-1.0,0,4
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,ElasticCommonSchema,8,1,12,11,64,14,0,0,0.3333333333333333,7,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,TemplateBuilder,6,0,8,7,48,10,0,0,0.0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,FieldNames,23,23,1,0,27,1,0,0,0.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,HostData,10,0,17,13,128,27,0,0,0.23529411764705882,4,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,GetPropAction,1,0,2,1,9,2,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,MessageTemplate,6,0,3,2,97,11,0,0,0.0,4,7
elasticsearch-hadoop,org.elasticsearch.hadoop.util.ecs,ElasticCommonSchemaTest,0,0,1,1,9,1,0,0,-1.0,0,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util.encoding,HttpEncodingTools,0,0,7,6,86,10,0,0,-1.0,7,2
elasticsearch-hadoop,org.elasticsearch.hadoop.util.encoding,HttpEncodingToolsTest,0,0,8,8,32,8,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util.regex,Regex,0,0,5,5,76,20,0,0,-1.0,3,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,Booleans,0,0,2,2,12,3,0,0,-1.0,9,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,ByteSizeValue,2,0,21,21,125,36,0,0,0.14285714285714285,2,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,Strings,0,0,1,0,24,4,0,0,-1.0,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,TimeValue,9,0,37,37,194,56,0,0,0.21621621621621623,12,3
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,BooleansTest,2,0,3,3,25,3,0,0,0.6666666666666666,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,ByteSizeUnitTests,0,0,4,4,28,4,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,ByteSizeValueTests,0,0,3,3,18,3,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.util.unit,TimeValueTests,0,0,3,3,21,3,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk.bwc,BulkOutputGeneratorBase,17,0,13,6,85,16,3,0,0.0,0,5
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk.bwc,BulkOutputGeneratorV1,0,0,5,0,17,5,0,1,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk.bwc,BulkOutputGeneratorV2,0,0,5,0,17,5,0,1,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.bulk.bwc,BulkOutputGeneratorV5,0,0,5,0,20,5,0,1,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos,AbstractClusterVerificationTests,4,0,3,3,40,7,0,0,0.6666666666666666,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos,AbstractKerberosClientTest,1,0,14,14,252,15,0,0,0.6428571428571429,0,17
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos,KerberosQaSuite,2,2,0,0,4,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos,LocalKdc,3,0,2,0,30,5,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos,ExtendedClient,0,0,5,5,17,5,0,0,-1.0,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.dfs,SecureFsShell,0,0,2,2,14,2,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.hive,SecureBeeline,0,0,2,2,22,2,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.mr,ConfTest,0,0,2,2,18,4,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.mr,LoadToES,2,1,5,3,51,10,0,0,0.6,0,5
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.mr,MapperImpl,1,0,2,0,21,5,0,0,0.0,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.mr,ReadFromES,1,0,4,3,33,5,0,0,1.0,0,4
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.mr,MapperImpl,1,0,1,0,6,1,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.security,KeytabLogin,3,0,2,1,24,5,0,0,1.0,4,0
elasticsearch-hadoop,org.elasticsearch.hadoop.qa.kerberos.setup,SetupKerberosUsers,3,0,3,2,45,7,0,0,0.0,1,5
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractHadoopBasicSparkTest,4,1,11,10,76,12,0,0,0.6363636363636364,0,7
elasticsearch-hadoop,org.elasticsearch.spark.integration,MyRegistrator,0,0,1,1,6,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkTest,3,0,16,16,179,18,0,0,0.1875,0,4
elasticsearch-hadoop,org.elasticsearch.spark.integration,ScalaUtils,0,0,1,1,9,2,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkUtils,1,1,1,1,10,1,0,0,0.0,4,2
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkScalaSuite,1,1,0,0,17,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkSQLTest,5,1,11,10,90,12,0,0,0.2727272727272727,0,4
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkStreamingTest,9,0,32,30,457,43,0,0,0.40625,2,10
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExtractIDFunction,0,0,1,1,6,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExtractMetaMap,0,0,1,1,10,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExpectingToThrow,3,0,12,12,53,16,0,0,0.8333333333333334,2,1
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkSQLSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStreamingSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkUtils,1,1,1,1,10,1,0,0,0.0,0,2
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkStructuredStreamingTest,12,0,29,25,281,35,0,0,0.2413793103448276,0,12
elasticsearch-hadoop,org.elasticsearch.spark.integration,RecordBean,2,0,4,4,19,4,0,0,0.5,2,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ContactBean,3,0,6,6,23,6,0,0,0.5,2,1
elasticsearch-hadoop,org.elasticsearch.spark.integration,AddressBean,2,0,4,4,16,4,0,0,0.5,4,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkSQLScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStreamingScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStructuredStreamingScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStructuredStreamingSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkSQLTest,5,1,11,10,90,12,0,0,0.2727272727272727,0,4
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkStreamingTest,9,0,32,30,457,43,0,0,0.4375,0,10
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExtractIDFunction,0,0,1,1,6,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExtractMetaMap,0,0,1,1,10,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ExpectingToThrow,3,0,12,12,53,16,0,0,0.8333333333333334,0,1
elasticsearch-hadoop,org.elasticsearch.spark.integration,ScalaUtils,0,0,1,1,9,2,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkSQLSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStreamingSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkUtils,1,1,1,1,10,1,0,0,0.0,0,2
elasticsearch-hadoop,org.elasticsearch.spark.integration,AbstractJavaEsSparkStructuredStreamingTest,12,0,29,25,281,35,0,0,0.2413793103448276,0,12
elasticsearch-hadoop,org.elasticsearch.spark.integration,RecordBean,2,0,4,4,19,4,0,0,0.5,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,ContactBean,3,0,6,6,23,6,0,0,0.5,0,1
elasticsearch-hadoop,org.elasticsearch.spark.integration,AddressBean,2,0,4,4,16,4,0,0,0.5,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkSQLScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStreamingScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStructuredStreamingScalaSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.integration,SparkStructuredStreamingSuite,1,1,0,0,3,0,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.serialization,Bean,3,0,7,7,27,7,0,0,0.2857142857142857,0,0
elasticsearch-hadoop,org.elasticsearch.spark.serialization,Bean,3,0,7,7,27,7,0,0,0.2857142857142857,0,0
elasticsearch-hadoop,org.elasticsearch.spark.serialization,Bean,3,0,7,7,27,7,0,0,0.2857142857142857,0,0
elasticsearch-hadoop,org.elasticsearch.spark.serialization,Bean,3,0,7,7,27,7,0,0,0.2857142857142857,0,0
elasticsearch-hadoop,org.elasticsearch.spark.cfg,SparkSettings,1,0,6,6,52,11,0,0,0.3333333333333333,0,3
elasticsearch-hadoop,org.elasticsearch.spark.cfg,SparkSettingsManager,0,0,1,1,5,1,0,0,-1.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.rdd,CompatUtils,1,0,6,1,82,15,0,0,0.8333333333333334,1,3
elasticsearch-hadoop,org.elasticsearch.spark.serialization.testbeans,Contact,2,0,6,6,25,6,0,0,0.3333333333333333,0,0
elasticsearch-hadoop,org.elasticsearch.spark.serialization.testbeans,ContactBook,2,0,6,6,25,6,0,0,0.3333333333333333,0,0
elasticsearch-hadoop,org.elasticsearch.spark.sql,UtilsTest,0,0,1,1,11,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.spark.sql,Utils,8,0,5,0,35,7,0,0,0.8,4,4
elasticsearch-hadoop,org.elasticsearch.spark.sql,UtilsTest,0,0,1,1,11,1,0,0,-1.0,0,1
elasticsearch-hadoop,org.elasticsearch.spark.sql,Utils,8,0,5,0,35,7,0,0,1.0,0,4
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming.api.java,JavaStreamingQueryTestHarness,1,0,15,15,67,15,0,0,0.3333333333333333,2,0
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming.api.java,JavaStreamingQueryTestHarness,1,0,15,15,77,15,0,0,0.3333333333333333,0,0
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming,NetcatTestServer,11,0,10,6,148,25,0,0,0.2,0,1
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming,ConnectionHandler,3,0,5,1,71,12,0,0,0.0,0,0
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming,NetcatTestServer,11,0,10,6,148,25,0,0,0.2,0,1
elasticsearch-hadoop,org.elasticsearch.spark.sql.streaming,ConnectionHandler,3,0,5,1,71,12,0,0,0.6,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.test.fixture.minikdc,MiniKdcFixture,9,0,2,2,121,15,0,0,1.0,0,0
elasticsearch-hadoop,org.elasticsearch.hadoop.fixtures,EsEmbeddedCluster,3,1,2,2,31,4,0,0,0.0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.fixtures,KDCFixture,3,0,6,4,43,6,0,0,0.0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.fixtures,LocalEs,1,0,4,0,56,11,0,0,0.0,0,10
elasticsearch-hadoop,org.elasticsearch.hadoop.fs,HdfsUtils,0,0,4,4,39,5,0,0,-1.0,5,2
elasticsearch-hadoop,org.elasticsearch.hadoop.fs,NTFSLocalFileSystem,3,3,6,6,31,7,0,0,1.0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.rest.ssl,BasicSSLServer,7,2,8,8,58,11,0,0,0.625,1,1
