Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableTypeToJsonTest,testByteArray,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableTypeToJsonTest,testArray,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableTypeToJsonTest,testMap,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableTypeToJsonTest,writableTypeToJson,4,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,createValueReader,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkNull,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkEmptyString,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkString,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkInteger,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkLong,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkDouble,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkFloat,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkBoolean,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkByteArray,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,WritableValueReaderTest,checkBinary,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,createValueReader,0,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkNull,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkEmptyString,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkString,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkInteger,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkLong,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkDouble,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkFloat,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkBoolean,0,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkByteArray,0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,checkBinary,0,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,start,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testNull,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testEmptyString,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testString,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testInteger,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testLong,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testDouble,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testFloat,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testBoolean,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testByteArray,4,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testBinary,4,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testArray,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,testMap,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,parserFromJson,5,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,readFromJson,4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,typeFromJson,4,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,AbstractValueReaderTest,fromJson,26,10,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,createValueReader,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkNull,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkEmptyString,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkString,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkInteger,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkLong,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkDouble,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkFloat,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkBoolean,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkByteArray,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,checkBinary,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,BaseValueReaderTest,parseJDKRichDateISO,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,JsonUtils,2,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,asMap,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,asMap,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,asMap,11,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,Query,4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,Query,4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,get,4,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,get,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,path,15,4,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,apply,34,7,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,query,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,JsonUtils,query,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,Query,4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,Query,4,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,get,4,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,get,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,path,15,4,0
elasticsearch-hadoop,org.elasticsearch.hadoop.serialization,Query,apply,34,7,1
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,map,9,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,configs,21,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,AbstractExtraMRTests,5,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,before,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,testSaveDocWithEscapedChars,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,testSaveDocWithEscapedCharsAndMapping,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,testXLoadDoc,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,testXLoadDocWithMapping,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,testIndexAlias,17,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,runJob,6,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractExtraMRTests,createReadJobConf,16,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,TabMapper,map,9,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,map,20,5,3
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,configs,24,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,AbstractMRNewApiSaveTest,5,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testBasicMultiSave,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testBasicSave,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testSaveWithId,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testCreateWithId,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testCreateWithIdShouldFailOnDuplicate,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testSaveWithIngest,13,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpdateWithoutId,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpsertWithId,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpdateWithoutUpsert,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpdateOnlyScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpdateOnlyParamScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpdateOnlyParamJsonScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpsertScript,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpsertParamScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testUpsertParamJsonScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testIndexAutoCreateDisabled,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testParentChild,14,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testIndexPattern,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,testIndexPatternWithFormatting,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,createConf,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSaveTest,runJob,6,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,TabMapper,map,20,5,3
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,queries,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,AbstractMRNewApiSearchTest,7,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,before,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testBasicSearch,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testBasicWildSearch,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testSearchWithId,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testSearchNonExistingIndex,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testSearchCreated,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testSearchUpdated,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testParentChild,8,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testDynamicPattern,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,testDynamicPatternWithFormat,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMRNewApiSearchTest,createConf,19,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,map,21,5,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,map,5,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,getSplits,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,configs,21,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,AbstractMROldApiSaveTest,5,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testBasicMultiSave,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testNoInput,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testBasicIndex,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testBasicIndexWithId,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testBasicIndexWithExtractedRouting,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testBasicIndexWithConstantRouting,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testCreateWithId,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testCreateWithIdShouldFailOnDuplicate,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testSaveWithIngest,13,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateWithoutId,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpsertWithId,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateWithoutUpsert,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateOnlyScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateOnlyParamScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateOnlyParamJsonScript,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateOnlyParamJsonScriptWithArray,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpdateOnlyParamJsonScriptWithArrayOnArrayField,22,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpsertScript,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpsertParamScript,11,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpsertParamJsonScript,11,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testUpsertOnlyParamScriptWithArrayOnArrayField,22,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexAutoCreateDisabled,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexWithVersionMappingImpliesVersionTypeExternal,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testParentChild,22,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexPattern,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexPatternWithFormatting,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexPatternWithFormattingAndId,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testIndexWithEscapedJson,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,testNested,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,createJobConf,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSaveTest,runJob,6,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,TabMapper,map,21,5,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,ConstantMapper,map,5,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,SplittableTextInputFormat,getSplits,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,queries,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,AbstractMROldApiSearchTest,7,1,4
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,before,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testBasicReadWithConstantRouting,8,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testBasicSearch,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testBasicSearchWithWildCard,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testSearchWithId,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testSearchNonExistingIndex,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testSearchCreated,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testSearchUpdated,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testParentChild,8,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testDynamicPattern,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testDynamicPatternWithFormat,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testUpsertOnlyParamScriptWithArrayOnArrayField,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,testNested,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,AbstractMROldApiSearchTest,createJobConf,19,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.mr,MRSuite,setupHdfs,4,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestQueryTest,start,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestQueryTest,stop,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestQueryTest,testShardInfo,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestQueryTest,testQueryBuilder,17,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testBulkWrite,16,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testEmptyBulkWrite,11,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testRepositoryDelete,19,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testRepositoryDeleteEmptyIndex,15,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,createAliasTestIndices,8,3,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithPatternedIndex,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithSingleIndex,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithMultipleIndices,9,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithAliasUsingSingleIndex,10,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithAliasUsingMultipleIndices,10,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithWritableAliasUsingMultipleIndices,10,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithMultipleAliases,10,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest,AbstractRestSaveTest,testCreatePartitionWriterWithMultipleWritableAliases,10,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,before,6,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,after,7,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,setup,16,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,destroy,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,testBasicSSLHandshake,8,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop.integration.rest.ssl,SSLTests,testBasicSSLHandshakeWithSchema,8,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,ProvisionerTest,testBasicProvisier,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,testNormalize,11,2,0
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,testWindowsNormalizeCanonicalPath,11,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,testNormalizeCanonicalPaths,43,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,createSafe,5,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,mkdirSafe,5,2,1
elasticsearch-hadoop,org.elasticsearch.hadoop,VersionTest,linkDir,8,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopException,EsHadoopException,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopException,EsHadoopException,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopException,EsHadoopException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopException,EsHadoopException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalArgumentException,EsHadoopIllegalArgumentException,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalArgumentException,EsHadoopIllegalArgumentException,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalArgumentException,EsHadoopIllegalArgumentException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalArgumentException,EsHadoopIllegalArgumentException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalStateException,EsHadoopIllegalStateException,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalStateException,EsHadoopIllegalStateException,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalStateException,EsHadoopIllegalStateException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopIllegalStateException,EsHadoopIllegalStateException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopUnsupportedOperationException,EsHadoopUnsupportedOperationException,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopUnsupportedOperationException,EsHadoopUnsupportedOperationException,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopUnsupportedOperationException,EsHadoopUnsupportedOperationException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsHadoopUnsupportedOperationException,EsHadoopUnsupportedOperationException,3,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,EsAssume,versionOnOrAfter,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsAssume,versionOn,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsAssume,versionOnOrBefore,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,EsAssume,getVersion,5,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,HdpBootstrap,hackHadoopStagingOnWin,31,3,0
elasticsearch-hadoop,org.elasticsearch.hadoop,HdpBootstrap,addProperties,8,3,3
elasticsearch-hadoop,org.elasticsearch.hadoop,HdpBootstrap,hadoopConfig,16,4,0
elasticsearch-hadoop,org.elasticsearch.hadoop,HdpBootstrap,asProperties,9,3,1
elasticsearch-hadoop,org.elasticsearch.hadoop,NullPrintStream,write,2,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,NullPrintStream,NullPrintStream,3,1,0
elasticsearch-hadoop,org.elasticsearch.hadoop,NullPrintStream,write,2,1,3
elasticsearch-hadoop,org.elasticsearch.hadoop,NullPrintStream,write,2,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,NullPrintStream,write,2,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,NullOutputStream,write,2,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,Provisioner,provision,4,1,1
elasticsearch-hadoop,org.elasticsearch.hadoop,Provisioner,addLibs,3,1,2
elasticsearch-hadoop,org.elasticsearch.hadoop,Provisioner,addResource,24,5,3
elasticsearch-hadoop,org.elasticsearch.hadoop,QueryTestParams,QueryTestParams,3,1,1
