Project Name,Package Name,Type Name,Code Smell
dbeaver,org.jkiss.dbeaver.tools.compare.simple,CompareReportLine,Unnecessary Abstraction
dbeaver,org.jkiss.dbeaver.tools.compare.simple,CompareReportLine,Broken Modularization
dbeaver,org.jkiss.dbeaver.tools.compare.simple.messages,CompareMessages,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui,CompareObjectsHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui,CompareObjectsPageOutput,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui,CompareObjectsPageSettings,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui,CompareObjectsWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui.internal,CompareUIMessages,Deficient Encapsulation
dbeaver,org.jkiss.awt.injector,BrowsePeerProxy,Unutilized Abstraction
dbeaver,org.jkiss.awt.injector,BrowsePeerProxy,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.core,CoreCommands,Unnecessary Abstraction
dbeaver,org.jkiss.dbeaver.core,CoreFeatures,Broken Modularization
dbeaver,org.jkiss.dbeaver.core,CoreMessages,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.core,DBeaverActivator,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.core,DesktopPlatform,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.core,DesktopPlatform,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.core,DesktopPreferencesInitializer,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.core,DesktopUI,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.core,DesktopUI,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.core,WorkbenchContextListener,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.core,WorkbenchContextListener,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.core,WorkbenchContextListener,Insufficient Modularization
dbeaver,org.jkiss.dbeaver,DBeaverPreferences,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver,DBeaverPreferences,Broken Modularization
dbeaver,org.jkiss.dbeaver,DBException,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver,Log,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver,Log,Insufficient Modularization
dbeaver,org.jkiss.dbeaver,LogOutputStream,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver,ModelPreferences,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver,ModelPreferences,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceDescriptorManager,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,EclipsePluginApplicationImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,EclipsePluginApplicationImpl,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.registry,WorkbenchHandlerRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,BasePlatformImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,BasePlatformImpl,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,BaseProjectImpl,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,BaseProjectImpl,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,BaseProjectImpl,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,ProjectSyncJob,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,BaseWorkspaceImpl,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,BaseWorkspaceImpl,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,BaseWorkspaceImpl,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceAuthModelDescriptor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceAuthModelDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceAuthModelDescriptor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.registry,DataSourceAuthModelDescriptor,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceBindingDescriptor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceInfo,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceConfigurationManagerNIO,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceConfigurationStorageDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceDescriptor,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceDescriptor,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceDescriptor,Hub-like Modularization
dbeaver,org.jkiss.dbeaver.registry,ContextInfo,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceFileStorage,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceFolder,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceHandlerDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceMemoryStorage,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceNavigatorSettings,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceNavigatorSettings,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceNavigatorSettings,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,Preset,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceOriginLazy,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceOriginLocal,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceOriginProviderLocal,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceOriginProviderLocal,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourcePersistentRegistry,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourcePreferenceStore,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceProviderDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceProviderDescriptor,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceProviderDescriptor,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceProviderRegistry,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceProviderRegistry,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,ConnectionTypeParser,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceRegistry,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceRegistry,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceRegistry,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceRegistry,Hub-like Modularization
dbeaver,org.jkiss.dbeaver.registry,ParseResults,Unnecessary Abstraction
dbeaver,org.jkiss.dbeaver.registry,DataSourceSerializer,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceSerializerLegacy,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourcesParser,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceSerializerModern,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceSerializerModern,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.registry,DataSourceUtils,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceUtils,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,DesktopApplicationImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DesktopApplicationImpl,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.registry,DesktopWorkspaceImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,WorkspaceFilesMetadataJob,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,DriverManagerRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DriverSubstitutionDescriptor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,EclipseWorkspaceImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,ExternalResourceDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,FilterMapping,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,LocalFileController,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,LocalProjectImpl,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.registry,WindowsRegistry,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,VoidRegistry,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,LocalTaskController,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,LocalWorkspaceSession,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.registry,LocalWorkspaceSession,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,ObjectManagerDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,PluginServiceRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,ProductBundleRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,ProductFeatureRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,RegistryConstants,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,RegistryConstants,Broken Modularization
dbeaver,org.jkiss.dbeaver.registry,ResourceHandlerDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,ResourceTypeDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,ResourceTypeRegistry,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceConfiguratorDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DataSourceViewDescriptor,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.registry,DBConnectionConstants,Unnecessary Abstraction
dbeaver,org.jkiss.dbeaver.registry,DBConnectionConstants,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.tools.configuration,ConfigurationExportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.configuration,ConfigurationImportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.project,ExportConstants,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.tools.project,ExportConstants,Broken Modularization
dbeaver,org.jkiss.dbeaver.tools.project,ProjectExportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.project,ProjectImportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.project,ProjectImportWizardPageFile,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.project,ProjectCreateWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.scripts,ScriptsExportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.scripts,ScriptsImportWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.tools.scripts,ConnectionLabelProvider,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.common,AddBookmarkHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.common,ExternalPageAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.common,NavigateBookmarkHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ConnectionViewSettingsContributor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ConnectionViewSettingsContributor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,SettingsAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,UseSettingsPresetAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,UseSettingsPresetAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,UseSettingsCustomAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,UseSettingsCustomAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowSystemObjectsAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowSystemObjectsAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowHostNameAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowHostNameAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowObjectsDescriptionAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowObjectsDescriptionAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowStatisticsAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowStatisticsAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowStatusIconsAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ShowStatusIconsAction,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceAutoCommitHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceConnectHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceCreateFromUrlHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceCreateHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceDisconnectAllHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceDisconnectHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceDisconnectOtherHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceDisconnectProjectHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceHandler,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ConnectionRecoverDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceMigrateHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourcePendingTransactionsHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceSynchronizeHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceTransactionLogHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceTransactionModeContributor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceTransactionModeContributor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,TransactionAutoCommitAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,SmartAutoCommitAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,TransactionIsolationAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,FolderDisconnectHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,NewConnectionDriverSelectorContributor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,NewConnectionDriverSelectorContributor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,NewConnectionAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,ToolsContextMenuHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,UIServiceConnectionsImpl,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,DataSourceToolbarUtils,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,MenuContributor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,MenuContributor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,SelectActiveSchemaHandler,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,MenuContributor,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions.datasource,MenuContributor,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.actions,DataSourceContainerPropertyTester,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,DataSourceContainerPropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,DataSourcePropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,DataSourcePropertyTester,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,QMService,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,QMEventsHandler,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,FolderPropertyTester,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,ToolBarConfigurationDescriptor,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,Item,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,ToolBarConfigurationPropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,ToolBarConfigurationRegistry,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,ConnectionCommands,Broken Modularization
dbeaver,org.jkiss.dbeaver.ui.actions,ChangePasswordDialogHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,ChangeUserPasswordPropertyTester,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,CredentialsSelectorDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,AbstractPageListener,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,ContentTypeParameterValues,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,EmptyListAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,GlobalPropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,ResourceListener,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,ModelPropertyTester,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.actions,ModelPropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,ObjectPropertyTester,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.actions,ObjectPropertyTester,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.browser,BrowsePeerMethods,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.controls.txn,PendingTransactionsDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.controls.txn,TransactionInfoDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.controls.txn,TransactionLogDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.controls.txn,TransactionLogDialog,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.controls.txn,RefreshJob,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.controls.txn,MonitorPanel,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.controls.txn,ToolbarContribution,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.controls.txn,QMEventsHandler,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionNameResolver,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageDriver,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageGeneral,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageNetwork,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageNetwork,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,Insufficient Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,AddNetworkHandlerAction,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,PropertiesDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTypeLabelProvider,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionDialog,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,MigrateConnectionWizard,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,PageConnections,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,PageDriver,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionDialog,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,DriverLabelProvider,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,DriverContentProvider,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,HomeInfo,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ChooserDialog,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageAbstract,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageWithAuth,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,DatabaseNativeAuthModelConfigurator,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection,DatabaseNativeAuthModelConfigurator,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.e4,NamePatternFilter,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.e4,CellLabelProvider,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.e4,DBeaverRendererFactory,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULABaseDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULAConfirmationDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULAConfirmationDialog,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.eula,EULAConfirmationDialog,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.eula,EULAHandler,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULAInfoDialog,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULAInfoDialog,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.eula,EULAInitializer,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.eula,EULAInitializer,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.eula,EULAUtils,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.eula,EULAUtils,Cyclic-Dependent Modularization
dbeaver,org.jkiss.dbeaver.ui.perspective,DBeaverPerspective,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageAccessibility,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageAccessibility,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageAccessibility,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConfirmations,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConfirmations,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConfirmations,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionClient,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionClient,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionsGeneral,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionsGeneral,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionsGeneral,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionTypes,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionTypes,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageConnectionTypes,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseEditors,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseEditors,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseEditors,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseUserInterface,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseUserInterface,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageDatabaseUserInterface,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageEmpty,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageEmpty,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorHandle,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorHandle,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorHandle,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorLogs,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorLogs,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageErrorLogs,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageMetaData,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageMetaData,Deficient Encapsulation
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageMetaData,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageMiscellaneous,Unutilized Abstraction
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageMiscellaneous,Broken Hierarchy
dbeaver,org.jkiss.dbeaver.ui.preferences,PrefPageNotifications,Unutilized Abstraction
